domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
icert.doleta.gov,47739,84111,40919,1.761892792,121.7374474,46602
oceantoday.noaa.gov,47739,64788,40919,1.357129391,73.07103207,46602
certify.sba.gov,46602,387593,20459,8.317089395,482.2450109,47739
cpars.cpars.gov,46602,1030930,26143,22.12201193,1473.442384,46602
dni.gov,46602,86384,32962,1.85365435,58.02452684,45465
ipp.gov,46602,60242,20459,1.292691301,45.65864126,46602
news.uscg.mil,46602,96614,27279,2.073172825,61.39039097,46602
nwrfc.noaa.gov,46602,51149,10230,1.09757092,45.21962577,46602
uy.usembassy.gov,46602,98887,29553,2.121947556,202.3663148,40919
atlanticarea.uscg.mil,45465,228464,38646,5.025052238,127.4763224,46602
aviationweather-bldr.ncep.noaa.gov,45465,45465,45465,1,0,45465
consumidor.gov,45465,134123,44329,2.950027494,121.6012537,45465
g5.gov,45465,163676,20459,3.60004399,343.1285384,45465
navycollege.navy.mil,45465,90931,32962,2.000021995,170.8017596,44329
optn.transplant.hrsa.gov,45465,103434,39782,2.275024744,74.82577807,46602
quantico.marines.mil,45465,63652,37509,1.400021995,82.82586605,45465
search.fda.gov,45465,233011,37509,5.125063235,476.2799296,19323
uscirf.gov,45465,70471,31826,1.550005499,38.00039591,45465
xk.usembassy.gov,45465,71608,35236,1.575013747,95.72598702,44329
afcent.af.mil,44329,218234,40919,4.923052629,84.76890974,45465
ciencia.nasa.gov,44329,54559,44329,1.230774437,6.794852128,45465
everykidoutdoors.gov,44329,160266,36372,3.615375939,64.79462654,43192
foia.gov,44329,90931,39782,2.051275689,134.8712807,47739
ramstein.af.mil,44329,79565,30689,1.794874687,104.9226917,44329
armymwr.com,43192,165949,34099,3.842123541,212.8430728,44329
giss.nasa.gov,43192,73881,34099,1.710525097,63.31607705,43192
heasarc.gsfc.nasa.gov,43192,129577,25006,3.000023152,224.6062928,43192
i736.cbp.dhs.gov,43192,73881,20459,1.710525097,174.8955362,43192
kw.usembassy.gov,43192,100024,23869,2.315799222,218.9220457,42056
labornet.dol.gov,43192,146626,18186,3.394749028,222.1588952,43192
search.uscourts.gov,43192,55695,28416,1.289474903,72.10559826,37509
ylai.state.gov,43192,85248,10230,1.973698833,220.3430959,43192
za.usembassy.gov,43192,75018,39782,1.736849417,71.26347472,44329
authdev.nih.gov,42056,64788,37509,1.540517405,0,42056
dia.mil,42056,107980,37509,2.567529009,198.4303548,40919
glerl.noaa.gov,42056,100024,38646,2.378352673,37.78338406,42056
ma.usembassy.gov,42056,103434,32962,2.459435039,164.6469232,37509
mentalhealth.va.gov,42056,65925,39782,1.567552787,97.43140099,37509
centcom.mil,40919,101161,31826,2.472225616,160.0552555,40919
dietarysupplementdatabase.usda.nih.gov,40919,48875,44329,1.194432904,35.24993279,44329
dodcio.defense.gov,40919,68198,38646,1.66665852,28.66660964,40919
drivethru.gsa.gov,40919,406916,11366,9.944426794,646.9709915,42056
es.medicare.gov,40919,110254,23869,2.694445123,195.6662919,39782
lejeune.marines.mil,40919,77291,39782,1.888878027,143.6941763,42056
moon.nasa.gov,40919,1643577,38646,40.16659742,2500.63418,43192
noisyplanet.nidcd.nih.gov,40919,98887,31826,2.416652411,141.3330727,45465
npin.cdc.gov,40919,88658,35236,2.16667074,169.3885725,39782
response.restoration.noaa.gov,40919,59105,37509,1.444439014,50.74989614,42056
assignment.uspto.gov,39782,56832,25006,1.428585793,174.8584033,34099
atlanta.va.gov,39782,95477,32962,2.400005027,270.3733849,38646
charts.noaa.gov,39782,107980,27279,2.714292896,229.2873661,39782
cz.usembassy.gov,39782,101161,25006,2.542883716,169.0297873,38646
einfo.eoir.justice.gov,39782,211414,10230,5.314313006,654.6904127,37509
ly.usembassy.gov,39782,57968,38646,1.457141421,56.31469006,38646
niccs.us-cert.gov,39782,101161,36372,2.542883716,178.9155648,38646
nutrition.gov,39782,140943,29553,3.542883716,283.2591876,39782
report.nih.gov,39782,72745,32962,1.82859082,104.6293298,38646
ro.usembassy.gov,39782,85248,34099,2.142878689,137.0581167,39782
sv.usembassy.gov,39782,77291,30689,1.942863607,78.34342165,39782
trngcmd.marines.mil,39782,89794,32962,2.257151476,195.6299834,37509
ve.usembassy.gov,39782,59105,36372,1.485722186,80.80058821,39782
access.trade.gov,38646,381910,7956,9.882264659,1285.870698,37509
archive.defense.gov,38646,57968,38646,1.499974124,40.85255913,40919
dpaa.mil,38646,71608,30689,1.852921389,89.38154013,38646
gr.usembassy.gov,38646,100024,30689,2.58821094,347.7909745,38646
nrd.gov,38646,118210,29553,3.058790043,87.14627646,38646
oit.va.gov,38646,95477,36372,2.470553227,124.734151,37509
sapt.faa.gov,38646,96614,12503,2.499974124,379.290664,39782
srdata.nist.gov,38646,240967,14776,6.2352378,287.2326761,39782
volunteer.gov,38646,203458,29553,5.264658697,232.6449568,38646
web.sba.gov,38646,359177,28416,9.294027842,312.791285,37509
cleveland.va.gov,37509,46602,25006,1.242421819,53.60606788,35236
cu.usembassy.gov,37509,60242,34099,1.606067877,96.90911515,38646
cumulis.epa.gov,37509,140943,44329,3.757578181,165.9697406,45465
fedidcard.gov,37509,65925,31826,1.757578181,103.4242715,37509
gdc.cancer.gov,37509,96614,14776,2.575755152,88.09093817,38646
helpwithmybank.gov,37509,134123,35236,3.575755152,29.75757818,37509
mm.usembassy.gov,37509,72745,26143,1.93940121,104.0303394,36372
nauticalcharts.noaa.gov,37509,52285,28416,1.393932123,27.75757818,37509
ojp.gov,37509,97751,29553,2.606067877,81.39395878,37509
phc.amedd.army.mil,37509,86384,27279,2.303020608,190.3333867,38646
ua.usembassy.gov,37509,86384,34099,2.303020608,127.66672,39782
visualsonline.cancer.gov,37509,50012,36372,1.333333333,12.42424485,37509
eclipse2017.nasa.gov,36372,44329,35236,1.218767184,23.1252337,35236
govloans.gov,36372,61378,32962,1.687506873,91.65720884,36372
hq.nasa.gov,36372,47739,37509,1.31252062,27.75027494,36372
lre.usace.army.mil,36372,93204,25006,2.56252062,188.4394589,35236
meshb.nlm.nih.gov,36372,240967,30689,6.625068734,216.2834873,36372
move.mil,36372,76155,23869,2.09378093,319.9408061,35236
nl.usembassy.gov,36372,81838,30689,2.250027494,135.3138953,34099
orlando.va.gov,36372,89794,23869,2.468767184,291.1905037,35236
se.usembassy.gov,36372,86384,26143,2.375013747,214.8459804,32962
stopfakes.gov,36372,47739,32962,1.31252062,80.50082481,35236
swpa.gov,36372,46602,7956,1.28126031,43.90671396,36372
ug.usembassy.gov,36372,112527,29553,3.09378093,371.9100957,35236
whs.mil,36372,51149,14776,1.406274057,166.8767184,34099
arc.fiscal.treasury.gov,35236,61378,6820,1.741911681,212.2887388,28416
beaconregistration.noaa.gov,35236,163676,25006,4.645135657,331.5136792,35236
caweb.sba.gov,35236,150036,9093,4.258031559,576.1570269,34099
efast.dol.gov,35236,64788,26143,1.838687706,201.5468839,36372
georgewbush-whitehouse.archives.gov,35236,43192,35236,1.225791804,14.83860257,35236
housing.af.mil,35236,60242,30689,1.709671926,163.7407197,34099
mcipac.marines.mil,35236,44329,12503,1.258059939,72.45107277,35236
nz.usembassy.gov,35236,72745,27279,2.06450789,110.4830571,32962
search.atf.gov,35236,54559,19323,1.548388012,42.74162788,31826
visibleearth.nasa.gov,35236,57968,38646,1.645135657,105.1605177,35236
zm.usembassy.gov,35236,42056,22733,1.193552049,17.7740663,35236
al.usembassy.gov,34099,70471,27279,2.066658846,194.0672454,29553
crimesolutions.gov,34099,53422,31826,1.566673509,90.93360509,34099
geonames.usgs.gov,34099,70471,31826,2.066658846,38.50010264,34099
hn.usembassy.gov,34099,62515,29553,1.833338221,75.4335611,34099
jwst.nasa.gov,34099,69335,34099,2.033344086,75.33355817,34099
kg.usembassy.gov,34099,85248,20459,2.500014663,213.1006481,34099
ni.usembassy.gov,34099,55695,26143,1.633332356,225.5340039,34099
northtexas.va.gov,34099,60242,35236,1.766679375,92.46693451,40919
openpaymentsdata.cms.gov,34099,296662,28416,8.700020528,246.7340684,31826
ospo.noaa.gov,34099,84111,28416,2.466670577,126.9003783,36372
search.consumerfinance.gov,34099,113664,23869,3.333352884,61.56684947,29553
ssai.usajobs.gov,34099,52285,14776,1.533329423,195.1672483,4547
tn.usembassy.gov,34099,97751,18186,2.866682307,150.933781,34099
www2a.cdc.gov,34099,78428,27279,2.300008798,121.9336931,34099
be.usembassy.gov,32962,94341,19323,2.862113949,100.4841636,31826
charleston.va.gov,32962,43192,28416,1.310357381,17.24161155,35236
echo.epa.gov,32962,261426,35236,7.93113282,258.4864086,35236
eol.jsc.nasa.gov,32962,77291,32962,2.344851647,51.6559068,34099
es-reg.usps.com,32962,51149,26143,1.551756568,166.8299557,28416
freshempire.betobaccofree.hhs.gov,32962,36372,30689,1.10345246,37.55224198,32962
go4life.nia.nih.gov,32962,80701,30689,2.448304108,154.3470056,32962
kh.usembassy.gov,32962,42056,23869,1.275893453,81.07011104,31826
museum.archives.gov,32962,88658,34099,2.689703295,134.6915539,42056
pa.usembassy.gov,32962,88658,27279,2.689703295,189.9682058,34099
pivauthtest.nih.gov,32962,32962,6820,1,0,32962
savingsbonds.gov,32962,121620,25006,3.689703295,121.5879194,32962
smartpay.gsa.gov,32962,65925,30689,2.000030338,145.2779261,30689
usfk.mil,32962,57968,21596,1.758631151,12.48295006,32962
whistleblowers.gov,32962,44329,23869,1.344851647,77.13900856,32962
afrc.af.mil,31826,48875,26143,1.535694087,46.71403884,28416
airman.dodlive.mil,31826,37509,28416,1.178564696,35.82124678,31826
cs.amedd.army.mil,31826,50012,18186,1.571419594,166.5348143,31826
eclipse.gsfc.nasa.gov,31826,52285,25006,1.642839188,98.64233645,31826
egrants.cns.gov,31826,111390,6820,3.499968579,212.2845786,31826
inciweb.nwcg.gov,31826,62515,26143,1.964274493,35.07123107,31826
internationalclaims.usps.com,31826,60242,12503,1.892854899,174.6062025,28416
lasvegas.va.gov,31826,44329,27279,1.392854899,20.42845472,34099
lbjlibrary.org,31826,75018,29553,2.357129391,92.39235216,31826
npgallery.nps.gov,31826,338718,23869,10.64280777,163.4991202,31826
pacom.mil,31826,62515,26143,1.964274493,26.28558411,31826
reaganlibrary.gov,31826,62515,28416,1.964274493,42.28548985,31826
sn.usembassy.gov,31826,79565,20459,2.5,98.49946585,31826
tools.cdc.gov,31826,60242,35236,1.892854899,48.28545843,31826
toxtown.nlm.nih.gov,31826,84111,31826,2.642839188,37.92836046,28416
transtats.bts.gov,31826,65925,21596,2.071419594,47.42832904,30689
www1.eeoc.gov,31826,54559,29553,1.714290203,81.0709797,32962
centraltexas.va.gov,30689,42056,26143,1.370393301,119.1118642,30689
ch.usembassy.gov,30689,59105,20459,1.925934374,127.5193066,30689
comptroller.defense.gov,30689,40919,14776,1.333344195,185.0011731,28416
druginfo.nlm.nih.gov,30689,100024,25006,3.259278569,84.00052136,23869
easyread.drugabuse.gov,30689,39782,30689,1.296295089,27.9260973,34099
getsmartaboutdrugs.gov,30689,50012,30689,1.629639284,57.11147317,30689
mcrdsd.marines.mil,30689,61378,21596,2,187.4085829,30689
newfarmers.usda.gov,30689,64788,18186,2.111114732,158.4454365,27279
safety.fhwa.dot.gov,30689,40919,29553,1.333344195,59.70406335,28416
chemm.nlm.nih.gov,29553,68198,29553,2.307650662,104.9599702,29553
consumer.gov,29553,200048,29553,6.769126654,112.6906236,29553
historyhub.history.gov,29553,81838,29553,2.769194329,60.53754272,29553
iaspub.epa.gov,29553,90931,34099,3.076878828,54.3068724,36372
jber.jb.mil,29553,45465,23869,1.538422495,49.42232599,29553
ladmf.ntis.gov,29553,163676,27279,5.538388658,169.8051298,29553
meetings.nsf.gov,29553,88658,9093,2.999966162,149.0746794,37509
music.af.mil,29553,137533,28416,4.653774574,174.6512029,29553
nightsky.jpl.nasa.gov,29553,45465,27279,1.538422495,54.34534565,27279
ovc.ncjrs.gov,29553,102297,22733,3.461475992,67.99898487,28416
pages.nist.gov,29553,71608,25006,2.423036578,100.3061956,29553
pbm.va.gov,29553,68198,31826,2.307650662,86.7679085,29553
software.nasa.gov,29553,80701,14776,2.730721077,101.6907928,29553
vistacampus.gov,29553,98887,20459,3.346090075,225.1504754,29553
annarbor.va.gov,28416,32962,27279,1.159980293,12.11996762,29553
bliss.armymwr.com,28416,45465,23869,1.599978885,36.55989583,28416
bootcamp.navy.mil,28416,36372,11366,1.279983108,41.87989161,30689
fedcenter.gov,28416,34099,17050,1.199992962,23.63992117,28416
fic.nih.gov,28416,81838,25006,2.879997185,74.67979307,28416
floridakeys.noaa.gov,28416,42056,26143,1.480011261,45.15987472,28416
hepatitis.va.gov,28416,46602,27279,1.639991554,29.5999085,28416
hines.va.gov,28416,39782,15913,1.399985923,125.0796382,29553
hood.armymwr.com,28416,47739,21596,1.680004223,136.7195946,28416
mbda.gov,28416,175042,19323,6.159980293,566.4383798,28416
mepcom.army.mil,28416,43192,25006,1.519988739,19.83994932,28416
mymoney.gov,28416,101161,27279,3.560001408,41.7598888,28416
ntp.niehs.nih.gov,28416,31826,25006,1.120002815,12.03997748,27279
arpc.afrc.af.mil,27279,60242,20459,2.208365409,93.83430478,28416
belvoir.armymwr.com,27279,42056,17050,1.541698743,47.50049489,26143
careers.fema.gov,27279,105707,30689,3.875032076,212.418857,31826
cyber.dhs.gov,27279,32962,23869,1.208328751,85.45921771,28416
data.giss.nasa.gov,27279,101161,25006,3.708383738,109.8344514,26143
dbcalc.usps.com,27279,80701,27279,2.958356245,111.4594743,23869
dhs.usajobs.gov,27279,233011,23869,8.541772059,458.2547381,18186
docs.gdc.cancer.gov,27279,39782,6820,1.458337916,31.20865868,28416
exchanges.state.gov,27279,44329,30689,1.625022911,68.1673815,29553
hu.usembassy.gov,27279,68198,21596,2.500018329,187.4186004,27279
landsat.gsfc.nasa.gov,27279,40919,21596,1.500018329,40.8337549,26143
mildenhall.af.mil,27279,48875,17050,1.791671249,59.75061403,27279
minorityhealth.hhs.gov,27279,42056,26143,1.541698743,41.29209282,27279
misawa.af.mil,27279,57968,14776,2.125004582,158.1266175,27279
mn.usembassy.gov,27279,70471,20459,2.583342498,129.2513289,27279
nationsreportcard.gov,27279,51149,21596,1.875032076,87.33424979,26143
oge.gov,27279,75018,17050,2.750027494,151.7098867,26143
saferproducts.gov,27279,63652,18186,2.333369992,230.7523736,27279
salisbury.va.gov,27279,39782,28416,1.458337916,79.95916273,30689
sandia.gov,27279,34099,22733,1.250009165,84.37585689,27279
stayexempt.irs.gov,27279,69335,26143,2.541698743,167.2100517,25006
tt.usembassy.gov,27279,42056,22733,1.541698743,56.70893361,27279
aad.archives.gov,26143,914993,42056,34.99954099,730.8161649,46602
aeronet.gsfc.nasa.gov,26143,258017,4547,9.869448801,416.2117584,26143
aetc.af.mil,26143,39782,26143,1.521707532,65.56431932,26143
bep.gov,26143,80701,22733,3.086906629,225.8665035,26143
espanol.smokefree.gov,26143,47739,22733,1.826071989,73.60769613,26143
govsales.gov,26143,121620,26143,4.652105726,232.3446812,26143
gsafsd.service-now.com,26143,168222,19323,6.434686149,307.0393222,26143
lk.usembassy.gov,26143,45465,27279,1.739088857,87.08575909,27279
macdill.af.mil,26143,50012,22733,1.913016869,86.73794132,26143
ncses.nsf.gov,26143,71608,12503,2.739088857,178.6497342,25006
onlineforms.edgarfiling.sec.gov,26143,268246,7956,10.26071989,1038.11636,40919
pwrc.usgs.gov,26143,57968,19323,2.217343075,230.6055541,25006
search.nsf.gov,26143,31826,14776,1.217381326,20.52147802,23869
section508.gov,26143,68198,22733,2.608652412,217.4318173,26143
servicerefunds.usps.com,26143,47739,23869,1.826071989,78.3902383,19323
sg.usembassy.gov,26143,55695,20459,2.130398195,200.8233562,26143
stereo.gsfc.nasa.gov,26143,217098,10230,8.304249704,292.6916957,26143
zw.usembassy.gov,26143,61378,15913,2.34777952,216.6927285,27279
alaskacenters.gov,25006,39782,23869,1.590898184,46,25006
ctep.cancer.gov,25006,38646,20459,1.545469087,73.90910182,25006
edgarfiling.sec.gov,25006,184135,11366,7.363632728,1132.727665,21596
hawaii.armymwr.com,25006,55695,17050,2.227265456,51.59093817,23869
ladsweb.modaps.eosdis.nasa.gov,25006,82974,15913,3.318163641,159.2727745,29553
origin.wpc.ncep.noaa.gov,25006,89794,35236,3.590898184,23.54546909,55695
remm.nlm.gov,25006,61378,22733,2.454530913,102.3636727,25006
selectusa.gov,25006,38646,18186,1.545469087,157.6818763,25006
valor.defense.gov,25006,30689,22733,1.227265456,8.090898184,25006
at.usembassy.gov,23869,43192,20459,1.80954376,89.19188068,23869
basictraining.af.mil,23869,100024,17050,4.190540031,160.6691525,25006
benning.armymwr.com,23869,32962,19323,1.380954376,82.52507436,23869
beta.bls.gov,23869,70471,19323,2.952406888,71.09635929,15913
buyusa.gov,23869,72745,21596,3.047676903,15.76216012,23869
detroit.va.gov,23869,28416,25006,1.190498136,8.52394319,25006
eac.gov,23869,64788,19323,2.71431564,88.62042817,23869
efile.eoir.justice.gov,23869,340991,5683,14.28593573,290.9092966,26143
fitness.marines.mil,23869,118210,25006,4.952448783,73.81067493,23869
fra.dot.gov,23869,26143,23869,1.095270016,2.71431564,23869
irma.nps.gov,23869,105707,6820,4.428631279,408.3396875,20459
longbeach.va.gov,23869,43192,18186,1.80954376,45.81025598,23869
m.waterdata.usgs.gov,23869,30689,13640,1.285726256,59.90569358,19323
modis.gsfc.nasa.gov,23869,55695,22733,2.333361264,156.2405212,26143
nano.gov,23869,25006,22733,1.047635008,15.57166199,23869
nssc.nasa.gov,23869,164812,15913,6.904855671,203.1936403,22733
pmel.noaa.gov,23869,48875,15913,2.047635008,123.9066991,22733
pugetsound.va.gov,23869,50012,21596,2.095270016,77.28689933,25006
qa.usembassy.gov,23869,64788,22733,2.71431564,87.47756504,26143
rucker.armymwr.com,23869,30689,6820,1.285726256,45.95307721,22733
usdebitcard.gov,23869,25006,5683,1.047635008,51.4293854,23869
wdr.doleta.gov,23869,30689,21596,1.285726256,60.28664795,21596
accountcreation.cftc.gov,22733,22733,22733,1,0,22733
afspc.af.mil,22733,36372,22733,1.599964809,13.59983284,26143
afwerx.af.mil,22733,45465,6820,1.999956011,137.0483878,22733
bg.usembassy.gov,22733,55695,18186,2.449962609,174.8479743,22733
bhs.econ.census.gov,22733,26143,18186,1.150002199,5.549949413,22733
cd.usembassy.gov,22733,85248,15913,3.749967008,158.2481415,22733
columbiasc.va.gov,22733,39782,19323,1.749967008,56.99934017,23869
digital.gov,22733,25006,18186,1.099986803,16.19979765,22733
eog-tmng.uspto.gov,22733,40919,13640,1.799982404,223.8973739,25006
eur.army.mil,22733,59105,20459,2.599964809,97.94884089,22733
findtreatment.gov,22733,50012,12503,2.199973607,119.5485858,22733
jble.af.mil,22733,50012,20459,2.199973607,44.54946553,21596
lrl.usace.army.mil,22733,40919,17050,1.799982404,86.49901025,22733
lt.usembassy.gov,22733,53422,18186,2.349975806,144.7482954,22733
marinedebris.noaa.gov,22733,31826,10230,1.399991202,96.79888268,21596
missionact.va.gov,22733,31826,25006,1.399991202,53.74939515,21596
nasa3d.arc.nasa.gov,22733,59105,20459,2.599964809,61.99929618,22733
pillbox.nlm.nih.gov,22733,107980,21596,4.749923019,114.5486737,23869
restorationdata.noaa.gov,22733,50012,1137,2.199973607,881.5897154,23869
rw.usembassy.gov,22733,48875,15913,2.149958211,197.0976994,22733
sewp.nasa.gov,22733,75018,17050,3.29996041,133.198434,22733
sservi.nasa.gov,22733,28416,20459,1.249989003,85.59899705,20459
tampa.va.gov,22733,36372,20459,1.599964809,92.59890907,22733
tf.nist.gov,22733,23869,21596,1.049971407,4.949940615,22733
training.smartpay.gsa.gov,22733,323941,18186,14.24981305,1037.787885,25006
wdolhome.sam.gov,22733,25006,21596,1.099986803,55.19935776,22733
youthrules.gov,22733,35236,18186,1.549993402,61.14929838,22733
1.usa.gov,21596,28416,21596,1.315799222,5.789498055,21596
1stmardiv.marines.mil,21596,60242,21596,2.789498055,164.9481385,22733
29palms.marines.mil,21596,47739,20459,2.21054825,95.89516577,23869
37trw.af.mil,21596,28416,18186,1.315799222,19.57904242,21596
acc.af.mil,21596,26143,22733,1.21054825,31.47383775,22733
allhands.navy.mil,21596,67062,18186,3.105297277,194.211428,21596
ci.usembassy.gov,21596,44329,14776,2.052648639,158.1585942,21596
cm.usembassy.gov,21596,55695,13640,2.578949806,375.0017133,20459
drought.gov,21596,29553,18186,1.368447861,17.57904242,21596
gordon.armymwr.com,21596,43192,10230,2,115.3163086,21596
hcup-us.ahrq.gov,21596,50012,20459,2.315799222,84.47406927,21596
healthdata.gov,21596,80701,19323,3.736849417,63.15817744,21596
kansascity.va.gov,21596,31826,22733,1.473698833,117.842656,23869
lebanon.va.gov,21596,53422,18186,2.473698833,165.1059919,23869
luke.af.mil,21596,34099,19323,1.578949806,61.36867939,21596
lv.usembassy.gov,21596,61378,15913,2.842100389,344.4752269,21596
madison.va.gov,21596,26143,17050,1.21054825,121.0532043,19323
mcbbutler.marines.mil,21596,84111,11366,3.894749028,205.1061771,21596
nas.er.usgs.gov,21596,35236,20459,1.631598444,27.21064086,21596
paloalto.va.gov,21596,30689,14776,1.421050194,95.94781441,18186
pentagontours.osd.mil,21596,47739,19323,2.21054825,107.6847101,21596
safetydata.fra.dot.gov,21596,76155,10230,3.526347472,267.790702,21596
spacecom.mil,21596,137533,13640,6.368447861,147.4217448,21596
telework.gov,21596,31826,18186,1.473698833,43.94758289,21596
timegov.boulder.nist.gov,21596,27279,10230,1.263150583,139.7374977,21596
wainwright.armymwr.com,21596,30689,12503,1.421050194,28.63169105,21596
388fw.acc.af.mil,20459,27279,14776,1.333349626,16.44479202,19323
am.usembassy.gov,20459,32962,17050,1.611124688,43.7232025,19323
asheville.va.gov,20459,29553,20459,1.444498754,28.22283592,21596
dlmf.nist.gov,20459,37509,20459,1.833374065,72.9460873,20459
dsrs.api.healthcare.gov,20459,21596,15913,1.055574564,50.27889926,19323
ecos.fws.gov,20459,47739,18186,2.333398504,56.00127083,23869
erdc.usace.army.mil,20459,36372,11366,1.777799501,139.169803,19323
essearch.energystar.gov,20459,25006,9093,1.222249377,17.22259152,18186
gis.cdc.gov,20459,23869,14776,1.166674813,25.61171123,20459
houston.va.gov,20459,39782,18186,1.944474314,134.0030305,20459
jbcharleston.jb.mil,20459,38646,19323,1.888948629,35.38970624,20459
junction.niehs.nih.gov,20459,60242,12503,2.944523193,69.27933917,19323
lrn.usace.army.mil,20459,34099,18186,1.666699252,58.22352021,20459
mcbhawaii.marines.mil,20459,45465,14776,2.222249377,97.94667384,20459
meps.ahrq.gov,20459,455791,12503,22.27826384,493.6777946,22733
mutcd.fhwa.dot.gov,20459,28416,17050,1.38892419,31.88958405,21596
my.usembassy.gov,20459,29553,18186,1.444498754,56.77907034,20459
ncis.navy.mil,20459,59105,14776,2.888948629,128.6695831,20459
ndu.edu,20459,36372,10230,1.777799501,393.8977956,13640
ntia.doc.gov,20459,45465,18186,2.222249377,78.44620949,20459
oni.navy.mil,20459,36372,19323,1.777799501,21.88938853,21596
osan.af.mil,20459,35236,11366,1.722273816,99.39112371,20459
rhce.amedd.army.mil,20459,38646,15913,1.888948629,21.44493866,21596
sanctuaries.noaa.gov,20459,37509,17050,1.833374065,76.2794858,21596
search.ada.gov,20459,30689,11366,1.500024439,75.94613617,14776
search.copyright.gov,20459,46602,17050,2.277823941,64.16809228,20459
toxtutor.nlm.nih.gov,20459,27279,20459,1.333349626,73.11276211,21596
whistleblower.gov,20459,27279,19323,1.333349626,33.22298255,20459
zh-tools.usps.com,20459,37509,12503,1.833374065,69.83488929,20459
ang.af.mil,19323,43192,20459,2.235263675,179.1160275,17050
az.usembassy.gov,19323,31826,11366,1.647052735,57.47006158,20459
blanchfield.amedd.army.mil,19323,36372,12503,1.88231641,185.5865549,19323
caregiver.va.gov,19323,38646,20459,2,118.5283341,22733
collections.nlm.nih.gov,19323,1276443,14776,66.05822077,1743.395953,18186
dk.usembassy.gov,19323,37509,17050,1.941158205,186.9982922,21596
eda.gov,19323,39782,18186,2.058790043,56.94064069,19323
edwards.af.mil,19323,27279,18186,1.411737308,16.4116338,19323
energy.sandia.gov,19323,23869,19323,1.235263675,146.4104435,19323
fordlibrarymuseum.gov,19323,29553,15913,1.529420897,89.94038193,19323
hr.usembassy.gov,19323,48875,17050,2.529369146,131.9988097,19323
kaiserslautern.armymwr.com,19323,55695,11366,2.88231641,122.0577033,21596
losangeles.va.gov,19323,43192,14776,2.235263675,138.5869689,19323
mcasiwakuni.marines.mil,19323,22733,12503,1.176473632,6.470527351,20459
meade.armymwr.com,19323,67062,13640,3.470579103,116.1754386,21596
nccdb.fmcsa.dot.gov,19323,52285,11366,2.705842778,123.704756,21596
ndupress.ndu.edu,19323,30689,12503,1.58821094,136.410547,18186
ngmdb.usgs.gov,19323,76155,20459,3.941158205,264.6446722,19323
orf.od.nih.gov,19323,27279,18186,1.411737308,10.4704756,18186
ovcttac.gov,19323,68198,14776,3.529369146,209.5275061,18186
ozonewatch.gsfc.nasa.gov,19323,64788,18186,3.352895513,311.6442064,19323
plainlanguage.gov,19323,34099,15913,1.764684573,35.05853128,19323
rs.usembassy.gov,19323,35236,15913,1.823526368,67.82290535,18186
search.hhs.gov,19323,144353,64788,7.470527351,2.823526368,37509
sheppard.af.mil,19323,51149,20459,2.647052735,66.2935362,19323
tinker.af.mil,19323,32962,18186,1.705842778,65.94058894,19323
tm.usembassy.gov,19323,34099,7956,1.764684573,228.1155618,19323
travis.af.mil,19323,32962,15913,1.705842778,28.82326761,19323
unicor.gov,19323,163676,14776,8.470527351,358.6437924,19323
w2.weather.gov,19323,39782,21596,2.058790043,43.17605962,21596
www2.cdc.gov,19323,146626,14776,7.588159189,453.878228,17050
419fw.afrc.af.mil,18186,27279,18186,1.5,9.437589354,19323
applocker.navy.mil,18186,34099,13640,1.875013747,31.9378093,19323
arlweb.msha.gov,18186,69335,17050,3.812548114,22.81271308,19323
bh.usembassy.gov,18186,25006,13640,1.375013747,19.25019246,18186
bo.usembassy.gov,18186,38646,15913,2.125041241,235.8149126,19323
connecticut.va.gov,18186,30689,12503,1.687506873,28.37528868,17050
diplomacy.state.gov,18186,35236,18186,1.937534367,125.3762785,14776
discover.dtic.mil,18186,48875,12503,2.687506873,255.5026394,18186
econsumer.gov,18186,52285,17050,2.875013747,138.0639503,18186
eglin.af.mil,18186,46602,17050,2.56252062,113.8137028,20459
flra.gov,18186,25006,15913,1.375013747,18.87517871,18186
ge.usembassy.gov,18186,51149,17050,2.812548114,84.81337292,18186
gis.ncdc.noaa.gov,18186,59105,17050,3.250027494,279.6279006,14776
inherentresolve.mil,18186,38646,10230,2.125041241,155.1265809,17050
ir.usembassy.gov,18186,37509,18186,2.06252062,54.313043,19323
jbmdl.jb.mil,18186,32962,12503,1.812493127,131.6263609,18186
jimmycarterlibrary.gov,18186,28416,17050,1.56252062,126.2512922,18186
malmstrom.af.mil,18186,23869,15913,1.312493127,131.8763884,18186
manati.star.nesdis.noaa.gov,18186,44329,4547,2.437534367,54.50054987,18186
maps.waterdata.usgs.gov,18186,25006,17050,1.375013747,93.43846915,18186
minneapolis.va.gov,18186,71608,15913,3.937534367,136.5014297,18186
mvr.usace.army.mil,18186,19323,10230,1.06252062,69.62570109,18186
nas.nasa.gov,18186,28416,13640,1.56252062,122.8137578,15913
ofmpub.epa.gov,18186,88658,27279,4.875068734,262.565215,20459
portland.va.gov,18186,35236,17050,1.937534367,40.18789178,19323
prh.noaa.gov,18186,21596,7956,1.187506873,3.06252062,18186
prhome.defense.gov,18186,55695,15913,3.06252062,133.8138678,18186
realestatesales.gov,18186,175042,17050,9.625096228,268.1902562,18186
richmond.va.gov,18186,31826,15913,1.750027494,45.50049489,17050
